ETIQUETA (CLAVE DE INVENTARIO,DESCRIPCION,MARCA,MODELO,SERIE,TIPO,ESTADO FISICO,RESPONSABLE DEL AREA,DEPARTAMENTO:,OBSERVACIÓN  ,PISO,DIRECTOR,ADMINISTRADOR,FECHA DE INGRESO AL AREA
13170,SILLA EJECUTIVA COLOR VERDE,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
67626,EQUIPO DE COMPUTO,HP,S1933,CNC11ORYFS,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
67871,ARCHIVERO DE MADERA 4 GAVETAS,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
67990,SILLA SEMIEJECUTIVA COLOR NEGRO,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
2498,EQUIPO DE COMPUTO,HP,HP2309m,3CQ937255F,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87550,ESCRITORIO,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87552,ARCHIVERO 2 GAVETAS,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11528,IMPRESORA,HP,K7276A,CNSC7C20J9,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
67874,ARCHIVERO DE MADERA 4 GAVETAS,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
2497,IMPRESORA,SAMSUNG,SCX.3405,Z729B8QD2C00T9VV,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
123237,SILLA EJECUTIVA COLOR VERDE,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11773,SILLA NEGRA,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13126,BOTE PARA BASURA CON PEDAL,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87259,IMPRESORA,HP,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
119811,BOTE PARA BASURA CON PEDAL,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
INSABI01,BOTE PARA BASURA ,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
INSABI02,REGULADOR DE VOLTAJE,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
INSABI03,REGULADOR DE VOLTAJE,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
INSABI04,REGULADOR DE VOLTAJE,,,,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
AR303-500067,TELEFONO CISCO,CISCO,CP-3905,FCH16069C3A,,B,DR. JESUS GERARDO RODRIGUEZ NORIEGA,OFICINA INSABI,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
DSMD-04,REPISA,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
DSMD-05,REPISA,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118817,REPISA,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118818,REPISA,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118816,REPISA,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118815,REPISA,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
DSMD-01,REPOSET,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118658,ESCRITORIO,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11498,CAJONERA CON 3 CAJONES,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118659,CAJONERA CON 4 CAJONES,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11753,GABINETE COLOR CAOBA DE 4 PUERTAS,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
46961,SILLA VERDE,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86676,SILLON VERDE 3 ESPACIOS,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11746,SILLA TIPO EJECUTIVA NEGRA,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
4071,TELEFONO NEGRO,CISCO,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86681,CAJONERA 2 CAJONES COOR NEGRO,,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
DSMD-02,TELEVISION,SAMSUNG,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
DSMD-03,MAQUINA DE ESCRIBIR ,OLYMPIA,,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
COMO DATO,IMPRESORA BLANCA,HP,M28W,,,,DR.MARIO ALFONSO LUGO NEVAREZ,DESCANSO DE MEDICOS,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
91598,SILLA NEGRA CON DESCANSABRAZOS,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
DIR01,SILLA NEGRA FIJA CON DESCANSABRAZOS,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11534,SILLA NEGRA FIJA CON DESCANSABRAZOS,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11535,SILLA NEGRA FIJA CON DESCANSABRAZOS,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11531,CAJONERA CAFÉ,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86768,IMPRESORA NEGRA,HP,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86359,BOTE PARA BASURA MADERA COLOR CAFÉ,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11533,CAJONERA CAFÉ,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
91595,REGULADOR,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11526,ESCRITORIO,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
DIR02,COMPUTADORA ALL IN ONE BLANCA,HP,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86671,BOCINA,ACTEZ,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
DIR03,TELEFONO CISCO NEGRO,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118807,TELEFONO BLANCO,PANASONIC,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11537,PERCHERO COLOR GRIS,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11524,LAMPARA,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11523,LAMPARA,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11532,REFRIGERADOR CHICO,,,,,,DR. ELIO AARON REYES ESPINOZA,DIRECCION,,PRIMER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11768,SILLA VERDE CON DESCANSABRAZOS,,,,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13376,SILLA VERDE CON DESCANSABRAZOS,,,,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
61624,IMPRESORA,HP,CE657A,VNB3689599,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
61622,COMPUTADORA,HP,TFT185W80PS,CNC0409QC0V,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11745,ESCRITORIO,,,,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87462,NEGATOSCOPIO,,,,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
AR303-5004056,TELEFONO CISCO,CISCO,CP-3905,FCH1606ATH4,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11847,ULTRASONIDO,PHILIPS,CLEAR VUE,4.53561E+12,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
US01,PISTOLA BARD MAGNUM,,,,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
US02,UPS,ISB,XR-21-162,,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87460,MESA DE EXPLORACION,,,,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11403,BANCO RODABLE,,,,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
US03,CAJONERA,,,,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11398,BURO CLINICO,,,,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87461,SILLA SEMIEJECUTIVA,,,,,B,FRANCISCO GARIBAY AVITIA,ULTRASONIDO,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11764,LIBRERO,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11765,LIBRERO,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11757,MASTOGRAFO,HOLOGIC,LORAD IV,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11760,CALENTON,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11763,MESA PASTEUR,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11777,SILLA GIRATORIA,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11769,ESCRITORIO,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11402,TRIPI,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11749,NEGATOSCOPIO,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11759,MESA PASTEUR,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87464,MAQUINA DE ESCRIBIR ELECTRICA,BROTHER,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
MAST01,SILLA GIRATORIA CON DESCANSABRAZOS,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87262,CAJONERA 3 CAJONES,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11405,SILLA CON DESCANSABRAZOS,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86440,MESA DE MADERA PARA REVELADORA,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86441,MESA DE MADERAA PARA IMPRESOR,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86438,COMPUTADORA PARA REVELADO DE PLACAS,HP,XM009EC#ABB,CZC208BQLI,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
AR303-5004060,TELEFONO CISCO,CISCO,CP-3905,FCH1606ATCE,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11767,BANCO GIRATORIO VERDE,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
87463,UPS BLANCO,STEREN,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11759,MESA PASTEUR,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86439,CENTRO DE REVELADO (DIGITALIZADOR CR),AGFA,CR30-XM,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86442,IMPRESORA DE PLACAS,AGFA,DRYSTAR AXYS,4575,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86239,UPS,APC,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
81109,UPS,APC,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86241,UPS,APC,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86233,ESCRITORIO PARA COMPUTADORA,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
MAST02,BOTE PARA BASURA CAMPANA,,,,,B,KARLA RODRIGUEZ CARBAJAL,MASTOGRAFIA,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11882,CAMA ELECTROMECANICA,STRYKER,FL28C,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11825,CAMA ELECTROMECANICA,STRYKER,FL28C,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11949,MESA PUENTE ,,,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.A. 01,TRIPIE,,,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.A. 02,TRIPIE,,,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
124751,BURO CLINICO,,,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.A. 03,BURO CLINICO,,,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.A. 04,BOMBA DE INFUSION ,,,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.A. 05,BOMBA DE INFUSION ,,,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
124694,BOTE CAMPANA P/ BASURA,,,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
124731,BANCO DE UN PELDAÑO,,,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
H.A. 06,BOTE P/BASURA DE PEDAL,,,,,B,L.E. JUAN CARLOS QUINTERO MEDRANO,HOSPITALIZACION ADULTOS,,SEGUNDO PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
